"","date","jd","airt","f.airt","airtmax","f.airtmax","airtmin","f.airtmin","rh","f.rh","rhmax","f.rhmax","rhmin","f.rhmin","dewp","f.dewp","dewpmax","f.dewpmax","dewpmin","f.dewpmin","prec","f.prec","slrt","f.slrt","part","f.part","netr","f.netr","bar","f.bar","wspd","f.wspd","wres","f.wres","wdir","f.wdir","wdev","f.wdev","gspd","f.gspd","s10t","f.s10t","s10tmax","f.s10tmax","s10tmin","f.s10tmin"
"3706",2011-04-05,95,5.6,"",12.8,"",-0.3,"",88,"",96,"",56,"",3.6,"",12.1,"",-7.3,"",5.1,"",2.9,"",7.6,"",-2.7,"",994,"",3.2,"",2.2,"",244,"",45,"",13.1,"",4.4,"",4.9,"",3.8,""
"3707",2011-04-06,96,2.5,"",9.4,"",-2.9,"",55,"",91,"",28,"",-6.2,"",-2.2,"",-9.1,"",0,"",16,"",32.3,"",58.1,"",1010,"",2.4,"",2.1,"",267,"",31,"",12.5,"",4,"",4.6,"",3.3,""
"3708",2011-04-07,97,3.5,"",10.9,"",-3.3,"",50,"",91,"",16,"",-7.9,"",-2.2,"",-14.5,"",0,"",24.3,"",51.6,"",99.1,"",1017,"",1.2,"",0.6,"",14,"",56,"",5.5,"",4.5,"",6,"",3.2,""
"3709",2011-04-08,98,4.4,"",11,"",-2.5,"",41,"",67,"",19,"",-8.7,"",-4.5,"",-12.9,"",0,"",18.1,"",38.8,"",66.8,"",1020,"",1.1,"",0.2,"",223,"",71,"",7,"",5,"",6,"",3.9,""
"3710",2011-04-09,99,7.4,"",15.2,"",-1.9,"",48,"",91,"",22,"",-4.5,"",-0.3,"",-8.4,"",0,"",22.6,"",49,"",98.5,"",1018,"",1.4,"",1,"",228,"",42,"",7.7,"",5.5,"",7,"",4.1,""
"3711",2011-04-10,100,9.2,"",15.6,"",1.7,"",51,"",83,"",35,"",-0.6,"",5.3,"",-8,"",0.8,"",19.3,"",42.5,"",92.1,"",1018,"",2.2,"",1.9,"",206,"",31,"",9.9,"",6.5,"",7.7,"",5.3,""
"3712",2011-04-11,101,13.6,"",21,"",7.3,"",80,"",95,"",55,"",9.9,"",13.1,"",4.4,"",0,"",13.4,"",30.9,"",76.2,"",1004,"",2.9,"",2.5,"",212,"",29,"",11.3,"",7.9,"",9.2,"",7,""
"3713",2011-04-12,102,12.1,"",15.9,"",6,"",46,"",74,"",19,"",-0.1,"",10.7,"",-9.3,"",0.3,"",11,"",24,"",41.5,"",1011,"",2.4,"",0.8,"",328,"",66,"",13.9,"",8.9,"",9.2,"",8.4,""
"3714",2011-04-13,103,4.8,"",6.5,"",3.7,"",89,"",95,"",68,"",3,"",4.4,"",0.9,"",21.6,"",3.1,"",8.2,"",-0.1,"",1014,"",2.7,"",2.3,"",75,"",33,"",14,"",7.7,"",8.7,"",7.3,""
"3715",2011-04-14,104,8.4,"",17,"",2.9,"",67,"",96,"",26,"",1.7,"",5.4,"",-3.7,"",0,"",19.8,"",43.5,"",99.8,"",1015,"",1.5,"",1.1,"",323,"",41,"",9.4,"",8,"",9.4,"",6.9,""
"3716",2011-04-15,105,4.7,"",12.3,"",-1.5,"",41,"",75,"",13,"",-9.1,"",-1.8,"",-17.7,"",0,"",25.1,"",53.2,"",106.8,"",1028,"",1.4,"",0.4,"",53,"",67,"",6.8,"",8.2,"",9.5,"",7,""
"3717",2011-04-16,106,2,"",5.5,"",-1.7,"",70,"",92,"",38,"",-3.3,"",4.2,"",-8.2,"",15,"",7.6,"",17.2,"",28,"",1021,"",3.5,"",3.1,"",99,"",27,"",14.9,"",7.3,"",8.5,"",6.6,""
"3718",2011-04-17,107,8.2,"",11.4,"",2.8,"",75,"",95,"",35,"",3.5,"",9.9,"",-3.8,"",24.4,"",12.9,"",26.4,"",60.8,"",1001,"",3,"",1.1,"",242,"",64,"",18.8,"",7.3,"",8.3,"",6.5,""
"3719",2011-04-18,108,7.2,"",13.2,"",0.2,"",56,"",93,"",26,"",-1.8,"",4.8,"",-7.3,"",0,"",19.8,"",43,"",94.9,"",1012,"",2.3,"",2,"",250,"",29,"",10.8,"",7.9,"",8.8,"",6.8,""
"3720",2011-04-19,109,5.2,"",7.9,"",3,"",85,"",93,"",72,"",2.9,"",4.3,"",1,"",7.9,"",3.6,"",8.8,"",2.8,"",1017,"",0.8,"",0.5,"",20,"",48,"",5.7,"",8.1,"",8.5,"",7.8,""
"3721",2011-04-20,110,4.5,"",6.6,"",2.9,"",91,"",96,"",81,"",3.2,"",5.9,"",1.1,"",0,"",3.9,"",9.7,"",15.3,"",1011,"",2,"",1.5,"",94,"",39,"",10.6,"",7.5,"",7.8,"",7.3,""
"3722",2011-04-21,111,4.3,"",8.9,"",-2.2,"",57,"",95,"",33,"",-4,"",5.1,"",-8.7,"",0,"",17.6,"",31,"",72,"",1017,"",3,"",2.6,"",280,"",30,"",16.3,"",7.4,"",8.1,"",6.8,""
"3723",2011-04-22,112,4.9,"",11.2,"",-2.7,"",46,"",78,"",20,"",-7,"",-2.4,"",-11.6,"",0,"",19.4,"",42,"",95,"",1027,"",1.5,"",0.5,"",151,"",64,"",6.8,"",7.2,"",8.5,"",6,""
"3724",2011-04-23,113,4.8,"",10.2,"",-0.1,"",86,"",95,"",42,"",2.4,"",9.5,"",-7.7,"",18.8,"",3,"",8.3,"",6,"",1019,"",2.2,"",1.7,"",151,"",41,"",10,"",7.1,"",8,"",6.5,""
"3725",2011-04-24,114,13.2,"",19.1,"",10,"",79,"",96,"",45,"",9.2,"",13.5,"",6.4,"",1,"",14,"",31.4,"",67.1,"",1015,"",1.4,"",1.1,"",264,"",35,"",8.4,"",8.3,"",9.6,"",7,""
"3726",2011-04-25,115,11.3,"",15,"",9.3,"",88,"",96,"",61,"",9.2,"",11,"",7.1,"",1.5,"",6.5,"",15.8,"",25.3,"",1017,"",1.2,"",0.8,"",100,"",43,"",6.4,"",9.6,"",10.2,"",9.1,""
"3727",2011-04-26,116,15.1,"",26.9,"",8.9,"",83,"",96,"",41,"",11.8,"",18,"",8.2,"",0.8,"",15,"",34.6,"",99.3,"",1015,"",2.1,"",1.2,"",142,"",52,"",9.1,"",10.6,"",12.1,"",9.6,""
"3728",2011-04-27,117,18.8,"",23.8,"",16.3,"",85,"",95,"",62,"",16.2,"",17.8,"",15.2,"",2.5,"",13.9,"",32.8,"",92,"",1015,"",3,"",2.6,"",195,"",28,"",12.8,"",12.5,"",13.6,"",11.7,""
"3729",2011-04-28,118,17,"",20.2,"",13,"",91,"",95,"",79,"",15.6,"",16.9,"",12,"",15.8,"",3.4,"",8.8,"",8.2,"",1006,"",3.7,"",3.2,"",197,"",28,"",16,"",13.3,"",13.6,"",13.1,""
"3730",2011-04-29,119,13.3,"",19.7,"",6.2,"",59,"",94,"",29,"",4.5,"",12.1,"",0.7,"",0,"",23.2,"",45.7,"",128.5,"",1006,"",1.7,"",1,"",258,"",50,"",9.7,"",13.1,"",14,"",12.2,""
"3731",2011-04-30,120,10.5,"",16.7,"",5.5,"",52,"",74,"",28,"",0.5,"",4.9,"",-2.2,"",0,"",18.4,"",37.5,"",90.4,"",1016,"",1.5,"",1.1,"",329,"",39,"",8.7,"",12.6,"",13.3,"",12.1,""
"3732",2011-05-01,121,11.3,"",20.3,"",4.8,"",44,"",74,"",13,"",-1.8,"",3.9,"",-9.6,"",0,"",27.1,"",58.8,"",141.1,"",1024,"",1.8,"",1,"",82,"",53,"",9.3,"",12.3,"",13.5,"",11.1,""
"3733",2011-05-02,122,10.9,"",17.1,"",2.1,"",61,"",89,"",40,"",3.1,"",6.8,"",-0.8,"",0,"",18.8,"",40.2,"",107.2,"",1022,"",1.5,"",1.2,"",207,"",38,"",8,"",12.2,"",13,"",11.3,""
"3734",2011-05-03,123,16.1,"",24.1,"",9.5,"",66,"",88,"",44,"",9.6,"",13,"",5.2,"",0,"",14.2,"",32.8,"",83.4,"",1018,"",2.2,"",1.9,"",159,"",31,"",9,"",12.8,"",13.6,"",12,""
"3735",2011-05-04,124,10.1,"",14.1,"",4.4,"",92,"",95,"",84,"",8.9,"",12.7,"",3.1,"",12.4,"",2.6,"",6.7,"",4,"",1012,"",1.6,"",0.8,"",253,"",58,"",7.3,"",12.9,"",13.3,"",12.3,""
"3736",2011-05-05,125,6.1,"",10.1,"",2.7,"",80,"",93,"",54,"",2.7,"",5.6,"",0.3,"",1.3,"",13.1,"",27.4,"",38.5,"",1009,"",1.7,"",1.4,"",286,"",35,"",10.4,"",11.9,"",12.3,"",11.4,""
"3737",2011-05-06,126,11.7,"",19.3,"",3,"",45,"",91,"",18,"",-1.2,"",4.3,"",-6.5,"",0,"",24.7,"",54,"",124.3,"",1010,"",2.3,"",1.8,"",224,"",38,"",9.8,"",11.6,"",12.7,"",10.6,""
"3738",2011-05-07,127,13.3,"",20,"",8.3,"",63,"",87,"",26,"",5.6,"",9.4,"",-0.2,"",0,"",20.9,"",44.8,"",119.4,"",1009,"",1.5,"",0.6,"",228,"",61,"",10.8,"",12.4,"",13.5,"",11.4,""
"3739",2011-05-08,128,11.8,"",17.3,"",6.7,"",72,"",91,"",40,"",6.6,"",9.5,"",2.7,"",0.3,"",10.8,"",25,"",43.7,"",1012,"",1,"",0.6,"",35,"",47,"",6.3,"",12.6,"",13,"",12,""
"3740",2011-05-09,129,13.3,"",19.1,"",7.5,"",44,"",82,"",23,"",0.4,"",5.4,"",-3.2,"",0,"",19.4,"",57.8,"",153.5,"",1014,"",1.7,"",1.2,"",350,"",43,"",11,"",12.7,"",13.8,"",11.7,""
"3741",2011-05-10,130,11.6,"",17.5,"",6.1,"",57,"",87,"",40,"",3,"",6.9,"",-2.3,"",0,"",10.2,"",30.1,"",70.5,"",1015,"",1.9,"",1.3,"",35,"",43,"",9.7,"",12.5,"",13,"",11.9,""
"3742",2011-05-11,131,11.3,"",17.8,"",7.6,"",74,"",92,"",48,"",6.6,"",9.9,"",3.2,"",0.5,"",8.3,"",24.1,"",42.6,"",1018,"",1.7,"",1.3,"",45,"",38,"",7.9,"",12.3,"",12.9,"",11.9,""
"3743",2011-05-12,132,12.6,"",19.4,"",4.9,"",62,"",86,"",41,"",5.1,"",9.3,"",2.3,"",0,"",19.6,"",57.3,"",154.4,"",1017,"",1.5,"",0.9,"",75,"",48,"",8.3,"",12.9,"",14.3,"",11.5,""
"3744",2011-05-13,133,14.1,"",22.9,"",5.5,"",63,"",91,"",34,"",6.5,"",11.2,"",4.2,"",0,"",19.9,"",60.1,"",156.6,"",1012,"",1.4,"",0.5,"",165,"",62,"",6.6,"",13.7,"",15.3,"",12.2,""
"3745",2011-05-14,134,12.9,"",18.4,"",8.3,"",77,"",92,"",57,"",8.9,"",11.9,"",6.2,"",2.3,"",7.2,"",21.3,"",53.2,"",1009,"",1.5,"",1,"",181,"",47,"",6,"",13.9,"",14.4,"",13.3,""
"3746",2011-05-15,135,11.9,"",15.1,"",8.4,"",93,"",95,"",91,"",10.8,"",14.1,"",7.3,"",27.7,"",3.6,"",9.5,"",10.7,"",1006,"",2.3,"",1.4,"",105,"",50,"",12.2,"",13.6,"",13.9,"",13.3,""
"3747",2011-05-16,136,8.6,"",10.9,"",7.1,"",91,"",93,"",82,"",7.2,"",8.3,"",6.1,"",2.8,"",8,"",19.5,"",46.6,"",1010,"",3,"",2.7,"",77,"",27,"",11.8,"",13,"",13.4,"",12.7,""
"3748",2011-05-17,137,8.4,"",11,"",7.1,"",92,"",94,"",84,"",7.2,"",8.9,"",6.1,"",15.5,"",9.8,"",23.6,"",62.3,"",1016,"",3.4,"",3.1,"",74,"",24,"",10.7,"",12.4,"",12.8,"",11.9,""
"3749",2011-05-18,138,10.6,"",13.1,"",8.7,"",93,"",94,"",89,"",9.5,"",11.4,"",7.8,"",8.1,"",9,"",21.4,"",54.1,"",1019,"",3.2,"",2.9,"",73,"",23,"",9.6,"",12.5,"",13,"",11.9,""
"3750",2011-05-19,139,13.4,"",18.8,"",9.7,"",90,"",94,"",73,"",11.9,"",15,"",8.8,"",7.1,"",12.7,"",27.5,"",83.4,"",1017,"",2.4,"",2.1,"",78,"",26,"",8.9,"",13.2,"",14.2,"",12.3,""
"3751",2011-05-20,140,14.9,"",21.1,"",11.8,"",86,"",95,"",54,"",12.4,"",15.2,"",11,"",0.3,"",11.4,"",25.7,"",65.2,"",1014,"",1.3,"",0.8,"",85,"",48,"",7.4,"",14.1,"",14.8,"",13.5,""
"3752",2011-05-21,141,15.4,"",22.5,"",8.8,"",84,"",95,"",42,"",12.5,"",15.9,"",8,"",5.6,"",14.3,"",24.7,"",92.8,"",1014,"",1.3,"",0.5,"",52,"",58,"",10.1,"",14.9,"",15.8,"",14.1,""
"3753",2011-05-22,142,11.2,"",17.4,"",7.9,"",83,"",95,"",61,"",8.3,"",12.4,"",7,"",0.3,"",15.7,"",34.5,"",108.4,"",1019,"",1.6,"",1.2,"",114,"",39,"",7,"",15,"",15.6,"",14.4,""
"3754",2011-05-23,143,11.9,"",16.3,"",8.9,"",93,"",95,"",89,"",10.9,"",15.5,"",7.7,"",4.1,"",3.5,"",8.2,"",11,"",1015,"",2.3,"",2.1,"",172,"",24,"",9.4,"",14.4,"",15.1,"",14.2,""
"3755",2011-05-24,144,18.4,"",23.5,"",14.1,"",87,"",96,"",67,"",16.1,"",19.2,"",12.7,"",1.3,"",13.3,"",27.8,"",86.4,"",1008,"",1.7,"",1.3,"",209,"",35,"",10.2,"",15.2,"",16.4,"",14.3,""
"3756",2011-05-25,145,18.5,"",25.7,"",11.6,"",66,"",94,"",28,"",11,"",14.6,"",5.3,"",0,"",26.4,"",51,"",163.2,"",1013,"",1.2,"",0.3,"",219,"",67,"",6.1,"",16.2,"",17.7,"",14.8,""
"3757",2011-05-26,146,20,"",26.9,"",12.9,"",74,"",91,"",51,"",14.8,"",18,"",10.9,"",0,"",24.4,"",55.6,"",156.8,"",1014,"",2.5,"",2.1,"",176,"",30,"",11,"",17,"",18.3,"",15.8,""
"3758",2011-05-27,147,22.6,"",30.6,"",16.6,"",68,"",95,"",32,"",15.6,"",18.4,"",10.9,"",0,"",24.4,"",55.5,"",152.6,"",1015,"",1.5,"",1.2,"",183,"",37,"",9.2,"",18.2,"",19.6,"",16.9,""
"3759",2011-05-28,148,20.5,"",26.8,"",17.1,"",83,"",94,"",53,"",17.3,"",21,"",14.9,"",3,"",17,"",34.6,"",103.5,"",1017,"",2,"",1.7,"",173,"",29,"",10.3,"",18.6,"",19.7,"",17.7,""
"3760",2011-05-29,149,21.7,"",27.1,"",18.4,"",79,"",91,"",56,"",17.6,"",19.7,"",16.7,"",0,"",20.2,"",43.9,"",138.5,"",1018,"",2,"",1.7,"",198,"",32,"",8.8,"",19.2,"",20.4,"",18.2,""
"3761",2011-05-30,150,22.4,"",29.9,"",18.5,"",72,"",94,"",34,"",16.5,"",20.5,"",10.9,"",0,"",18.8,"",43,"",118.5,"",1018,"",1.1,"",0.3,"",287,"",68,"",5.9,"",19.6,"",20.8,"",18.6,""
"3762",2011-05-31,151,22.6,"",28.7,"",16.1,"",51,"",77,"",31,"",11.3,"",16.6,"",6.3,"",0,"",26.6,"",61.4,"",177.5,"",1022,"",1.3,"",0.7,"",152,"",56,"",7.1,"",19.8,"",21.1,"",18.5,""
"3763",2011-06-01,152,20.8,"",28.4,"",15.6,"",78,"",92,"",57,"",16.8,"",21.5,"",9.5,"",5.1,"",17.9,"",41.1,"",107.2,"",1014,"",2,"",1.5,"",193,"",40,"",11.9,"",20,"",21.1,"",18.9,""
"3764",2011-06-02,153,13.7,"",18.9,"",8.7,"",61,"",83,"",40,"",6.2,"",12.6,"",2.7,"",0,"",15,"",31.7,"",70.9,"",1010,"",1.8,"",1.3,"",271,"",40,"",12.6,"",18.8,"",20.1,"",17.7,""
"3765",2011-06-03,154,12.5,"",19.7,"",5.4,"",53,"",89,"",23,"",2.3,"",7.6,"",-2.6,"",0,"",28.4,"",59.2,"",170.4,"",1015,"",1.5,"",1,"",323,"",47,"",11.7,"",17.5,"",18.8,"",16.2,""
"3766",2011-06-04,155,13.9,"",22.5,"",6.9,"",51,"",74,"",21,"",3,"",8.2,"",-1.9,"",0,"",27,"",57.3,"",156.9,"",1016,"",1.5,"",0.6,"",47,"",61,"",8.7,"",17.3,"",18.6,"",15.9,""
"3767",2011-06-05,156,14.5,"",20.4,"",5.2,"",64,"",87,"",39,"",7.4,"",12.1,"",2.7,"",0,"",22.5,"",47.5,"",146.2,"",1017,"",0.9,"",0.2,"",200,"",69,"",5.8,"",17.2,"",18.3,"",15.9,""
"3768",2011-06-06,157,18.8,"",26.4,"",11.5,"",61,"",92,"",30,"",10.2,"",15.3,"",6.9,"",0,"",25.8,"",49.7,"",163.5,"",1016,"",0.9,"",0.5,"",346,"",50,"",6.6,"",17.8,"",19.2,"",16.5,""
"3769",2011-06-07,158,21.6,"",29.7,"",13.3,"",58,"",90,"",25,"",12,"",16.9,"",6.7,"",0,"",27.5,"",62.8,"",185.5,"",1012,"",0.9,"",0.2,"",301,"",69,"",5.8,"",18.4,"",20,"",16.9,""
"3770",2011-06-08,159,23.8,"",30.7,"",17.4,"",67,"",84,"",46,"",17.1,"",21.2,"",13.8,"",0,"",22.5,"",50.7,"",144.9,"",1011,"",0.8,"",0.3,"",234,"",60,"",5.7,"",19.2,"",20.6,"",18,""
"3771",2011-06-09,160,20.3,"",28.8,"",16.6,"",84,"",95,"",56,"",17.4,"",21.7,"",15.7,"",20.3,"",16.1,"",37.2,"",109.4,"",1010,"",1,"",0.5,"",223,"",51,"",12.4,"",19.9,"",21.3,"",18.7,""
"3772",2011-06-10,161,19.8,"",25.3,"",16,"",76,"",95,"",40,"",15,"",18.6,"",9.9,"",0,"",20,"",48.9,"",156.1,"",1015,"",1.1,"",0.4,"",7,"",60,"",6.3,"",20.2,"",21.6,"",18.9,""
"3773",2011-06-11,162,12.5,"",16.4,"",9.8,"",91,"",93,"",88,"",11.1,"",14.9,"",8.6,"",8.1,"",2.8,"",7.5,"",-6.2,"",1018,"",1.8,"",1.5,"",101,"",35,"",8.5,"",19,"",20.5,"",17.9,""
"3774",2011-06-12,163,10.9,"",13.1,"",8.9,"",90,"",94,"",83,"",9.3,"",10.6,"",7.8,"",1.8,"",8,"",19.1,"",47.3,"",1012,"",1.5,"",1.2,"",71,"",35,"",9,"",17.4,"",17.9,"",17,""
"3775",2011-06-13,164,14.8,"",19.9,"",10.7,"",79,"",94,"",51,"",10.9,"",13.8,"",8.8,"",0,"",15.5,"",32.6,"",104.3,"",1010,"",1.1,"",0.4,"",84,"",61,"",6.9,"",17.6,"",18.5,"",16.7,""
"3776",2011-06-14,165,11.8,"",15.2,"",8.4,"",86,"",93,"",69,"",9.6,"",11.5,"",7.3,"",2.8,"",10.6,"",24.6,"",38.7,"",1011,"",1,"",0.7,"",52,"",42,"",6.4,"",17.5,"",18,"",17,""
"3777",2011-06-15,166,16.2,"",25.3,"",8.6,"",75,"",94,"",35,"",11.3,"",17,"",7.6,"",1,"",21.9,"",49.4,"",140.2,"",1010,"",0.9,"",0.4,"",350,"",59,"",11.4,"",17.7,"",19.3,"",16.3,""
"3778",2011-06-16,167,19.5,"",27.6,"",11.8,"",71,"",95,"",26,"",13.1,"",17.9,"",6.2,"",0.3,"",24.6,"",60.3,"",180.5,"",1013,"",1,"",0.7,"",218,"",41,"",6.5,"",18.9,"",20.6,"",17.4,""
"3779",2011-06-17,168,17.2,"",19.6,"",14.5,"",88,"",94,"",65,"",15.1,"",17.7,"",10.6,"",14.7,"",6.1,"",15.1,"",13.5,"",1012,"",1.5,"",1.3,"",174,"",32,"",7,"",18.8,"",19.6,"",18.4,""
"3780",2011-06-18,169,19.6,"",26.7,"",14.6,"",79,"",95,"",43,"",15.4,"",19.2,"",12.7,"",0,"",22,"",41.8,"",160.7,"",1009,"",1,"",0.6,"",255,"",52,"",6.8,"",19.1,"",20.7,"",17.9,""
"3781",2011-06-19,170,17.3,"",23.1,"",12.9,"",56,"",91,"",27,"",7.7,"",15.6,"",1.4,"",0,"",27.6,"",60.6,"",166.7,"",1010,"",1.1,"",0.6,"",338,"",53,"",7.1,"",19.5,"",20.6,"",18.4,""
"3782",2011-06-20,171,18.2,"",25.7,"",10.2,"",58,"",79,"",34,"",9.3,"",14.5,"",4.7,"",0,"",26.7,"",60.2,"",172.9,"",1011,"",0.9,"",0.4,"",330,"",60,"",6,"",19.2,"",20.5,"",17.9,""
"3783",2011-06-21,172,20.2,"",27.8,"",12.1,"",61,"",87,"",32,"",11.9,"",16.9,"",8.3,"",0,"",26.4,"",61.1,"",180.5,"",1013,"",0.9,"",0.3,"",57,"",61,"",4.7,"",19.5,"",20.8,"",18.2,""
"3784",2011-06-22,173,17.6,"",18.9,"",16.4,"",91,"",94,"",75,"",16.1,"",17,"",14,"",43.4,"",3.8,"",9.6,"",6.6,"",1012,"",1.6,"",1.3,"",81,"",29,"",8,"",19.2,"",20,"",18.9,""
"3785",2011-06-23,174,15.8,"",17.1,"",13.7,"",93,"",94,"",91,"",14.7,"",15.7,"",12.7,"",9.1,"",4.8,"",11.8,"",14.9,"",1010,"",2.2,"",1.9,"",80,"",28,"",9.8,"",18.6,"",18.9,"",18.2,""
"3786",2011-06-24,175,12.7,"",15,"",10.7,"",93,"",94,"",87,"",11.6,"",13.1,"",9.6,"",0.8,"",7.2,"",16,"",36.4,"",1008,"",2.1,"",1.8,"",80,"",31,"",9.3,"",17.9,"",18.3,"",17.6,""
"3787",2011-06-25,176,15.2,"",23.4,"",10.3,"",88,"",95,"",59,"",13.1,"",17.3,"",9.3,"",15.5,"",14.7,"",32.3,"",99.9,"",1009,"",1,"",0.3,"",96,"",63,"",5.4,"",17.8,"",19,"",17.1,""
"3788",2011-06-26,177,18.8,"",23.7,"",14.5,"",82,"",95,"",58,"",15.5,"",17.7,"",13.7,"",0.3,"",20.8,"",45.5,"",134.6,"",1013,"",0.8,"",0.5,"",280,"",46,"",5.3,"",19,"",20.2,"",18,""
"3789",2011-06-27,178,20.6,"",27.7,"",14.2,"",73,"",95,"",40,"",15.1,"",18.3,"",12.3,"",0,"",26.2,"",54.2,"",180.8,"",1016,"",0.9,"",0.2,"",265,"",65,"",5.4,"",19.7,"",21.2,"",18.4,""
"3790",2011-06-28,179,21.6,"",27.1,"",15.4,"",76,"",93,"",51,"",17,"",19.7,"",14.3,"",0,"",19.6,"",43.2,"",128.8,"",1012,"",1.1,"",0.7,"",169,"",49,"",5.4,"",20.4,"",21.4,"",19.4,""
"3791",2011-06-29,180,19.6,"",24.8,"",14.5,"",75,"",95,"",45,"",14.7,"",18.6,"",10.4,"",11.2,"",22.5,"",43.9,"",153.1,"",1010,"",1.3,"",0.8,"",270,"",46,"",9.7,"",20.9,"",21.9,"",20,""
"3792",2011-06-30,181,18.3,"",24.7,"",12.2,"",65,"",92,"",39,"",11.1,"",15,"",7.8,"",0,"",22.4,"",45,"",134.9,"",1013,"",1.1,"",0.7,"",266,"",44,"",7.6,"",20.5,"",21.3,"",19.5,""
"3793",2011-07-01,182,18.1,"",25.2,"",11.2,"",67,"",88,"",43,"",11.6,"",15.6,"",7.2,"",0,"",21.8,"",44.3,"",136.4,"",1015,"",0.9,"",0.5,"",330,"",53,"",6.2,"",19.9,"",20.9,"",18.9,""
"3794",2011-07-02,183,20.7,"",27.9,"",14.2,"",70,"",92,"",34,"",14.4,"",17.5,"",10.6,"",0,"",24.4,"",46.1,"",153.6,"",1017,"",0.8,"",0.2,"",103,"",67,"",5.3,"",20.1,"",21.2,"",19,""
"3795",2011-07-03,184,19.8,"",22.8,"",17.2,"",85,"",94,"",71,"",17.1,"",19.4,"",13.9,"",2,"",11.3,"",25.2,"",51.9,"",1011,"",1.3,"",1,"",199,"",38,"",6,"",20.2,"",20.7,"",19.7,""
"3796",2011-07-04,185,22.4,"",29.2,"",17.7,"",74,"",95,"",44,"",17.2,"",21.1,"",15.1,"",0,"",24.9,"",54.7,"",174.5,"",1009,"",1,"",0.5,"",236,"",56,"",6,"",21,"",22.5,"",19.8,""
"3797",2011-07-05,186,22.8,"",29.1,"",17,"",70,"",93,"",37,"",16.4,"",20.6,"",11.5,"",0,"",24.4,"",52.1,"",163,"",1013,"",0.8,"",0.1,"",262,"",68,"",5.7,"",21.5,"",22.6,"",20.4,""
"3798",2011-07-06,187,22.4,"",29.8,"",15.9,"",69,"",94,"",39,"",15.5,"",19.3,"",12.5,"",2.3,"",26.6,"",61.6,"",184.2,"",1012,"",1.1,"",0.4,"",213,"",61,"",12.9,"",21.6,"",23,"",20.4,""
"3799",2011-07-07,188,20.9,"",27,"",16.4,"",71,"",95,"",39,"",14.9,"",19.2,"",10.7,"",0,"",24.8,"",48.4,"",162.7,"",1014,"",0.9,"",0.4,"",340,"",56,"",6.4,"",22,"",23.2,"",20.8,""
"3800",2011-07-08,189,19.4,"",23.3,"",15.6,"",85,"",94,"",68,"",16.8,"",19.9,"",11.1,"",4.6,"",11,"",24.9,"",61.4,"",1012,"",1.2,"",0.9,"",103,"",39,"",5.8,"",21.5,"",22,"",20.8,""
"3801",2011-07-09,190,20.6,"",25.9,"",14.6,"",69,"",95,"",37,"",14.1,"",19.1,"",9.1,"",1,"",26.8,"",59.1,"",178.2,"",1011,"",1.2,"",0.7,"",329,"",50,"",8.2,"",21.9,"",23.5,"",20.7,""
"3802",2011-07-10,191,20.4,"",26.5,"",12,"",63,"",87,"",35,"",12.7,"",16.3,"",8.9,"",0,"",27.6,"",62.6,"",184.4,"",1017,"",1,"",0.3,"",216,"",64,"",6.9,"",21.7,"",23.2,"",20.3,""
"3803",2011-07-11,192,24.3,"",30.4,"",17.7,"",69,"",94,"",42,"",17.9,"",21,"",14.4,"",0,"",24,"",53.7,"",165,"",1013,"",1.3,"",1.1,"",200,"",33,"",7,"",22.2,"",23.6,"",20.8,""
"3804",2011-07-12,193,25.2,"",30,"",20.6,"",70,"",90,"",46,"",19.1,"",21.9,"",16.4,"",0,"",21.9,"",45.9,"",147.9,"",1006,"",1.4,"",0.9,"",254,"",45,"",9.4,"",22.9,"",24,"",21.9,""
"3805",2011-07-13,194,20.3,"",27.2,"",14.2,"",74,"",93,"",45,"",15.2,"",19.6,"",11.2,"",5.3,"",17.9,"",37.2,"",112.5,"",1007,"",1,"",0.5,"",321,"",53,"",8.4,"",22.4,"",23.2,"",21.5,""
"3806",2011-07-14,195,18.2,"",25.1,"",12.2,"",66,"",94,"",32,"",11,"",14.9,"",5.7,"",1,"",18,"",56.2,"",153.6,"",1015,"",1,"",0.6,"",37,"",49,"",9.2,"",21.7,"",22.9,"",20.4,""
"3807",2011-07-15,196,20.2,"",27.7,"",13.5,"",59,"",85,"",25,"",11.1,"",15.6,"",5.6,"",0,"",15.9,"",60.1,"",165.8,"",1017,"",1,"",0.3,"",359,"",66,"",6.4,"",21.5,"",22.9,"",20.1,""
"3808",2011-07-16,197,21.7,"",28.8,"",14.1,"",62,"",89,"",31,"",13.4,"",17.4,"",8.7,"",0,"",16.5,"",57.9,"",164.3,"",1019,"",0.8,"",0.2,"",281,"",65,"",5.4,"",21.5,"",22.8,"",20.2,""
"3809",2011-07-17,198,23.9,"",30.8,"",16.3,"",65,"",93,"",34,"",16.1,"",18.9,"",12.4,"",0,"",16.6,"",59.1,"",168.1,"",1018,"",1.1,"",0.7,"",235,"",44,"",8.6,"",21.9,"",23.3,"",20.5,""
"3810",2011-07-18,199,22.3,"",27.1,"",19.3,"",82,"",95,"",57,"",19,"",22.2,"",17.2,"",10.2,"",9.5,"",30.6,"",67.7,"",1012,"",1,"",0.6,"",235,"",45,"",7,"",22,"",22.7,"",21.3,""
