date,jd,airt,f.airt,airtmax,f.airtmax,airtmin,f.airtmin,rh,f.rh,rhmax,f.rhmax,rhmin,f.rhmin,dewp,f.dewp,dewpmax,f.dewpmax,dewpmin,f.dewpmin,prec,f.prec,slrt,f.slrt,part,f.part,netr,f.netr,bar,f.bar,wspd,f.wspd,wres,f.wres,wdir,f.wdir,wdev,f.wdev,gspd,f.gspd,s10t,f.s10t,s10tmax,f.s10tmax,s10tmin,f.s10tmin
2011-06-18,169,19.6,,26.7,,14.6,,79,,95,,43,,15.4,,19.2,,12.7,,0,,22,,41.8,,160.7,,1009,,1,,0.6,,255,,52,,6.8,,19.1,,20.7,,17.9,
2011-06-19,170,17.3,,23.1,,12.9,,56,,91,,27,,7.7,,15.6,,1.4,,0,,27.6,,60.6,,166.7,,1010,,1.1,,0.6,,338,,53,,7.1,,19.5,,20.6,,18.4,
2011-06-20,171,18.2,,25.7,,10.2,,58,,79,,34,,9.3,,14.5,,4.7,,0,,26.7,,60.2,,172.9,,1011,,0.9,,0.4,,330,,60,,6,,19.2,,20.5,,17.9,
2011-06-21,172,20.2,,27.8,,12.1,,61,,87,,32,,11.9,,16.9,,8.3,,0,,26.4,,61.1,,180.5,,1013,,0.9,,0.3,,57,,61,,4.7,,19.5,,20.8,,18.2,
2011-06-22,173,17.6,,18.9,,16.4,,91,,94,,75,,16.1,,17,,14,,43.4,,3.8,,9.6,,6.6,,1012,,1.6,,1.3,,81,,29,,8,,19.2,,20,,18.9,
2011-06-23,174,15.8,,17.1,,13.7,,93,,94,,91,,14.7,,15.7,,12.7,,9.1,,4.8,,11.8,,14.9,,1010,,2.2,,1.9,,80,,28,,9.8,,18.6,,18.9,,18.2,
2011-06-24,175,12.7,,15,,10.7,,93,,94,,87,,11.6,,13.1,,9.6,,0.8,,7.2,,16,,36.4,,1008,,2.1,,1.8,,80,,31,,9.3,,17.9,,18.3,,17.6,
2011-06-25,176,15.2,,23.4,,10.3,,88,,95,,59,,13.1,,17.3,,9.3,,15.5,,14.7,,32.3,,99.9,,1009,,1,,0.3,,96,,63,,5.4,,17.8,,19,,17.1,
2011-06-26,177,18.8,,23.7,,14.5,,82,,95,,58,,15.5,,17.7,,13.7,,0.3,,20.8,,45.5,,134.6,,1013,,0.8,,0.5,,280,,46,,5.3,,19,,20.2,,18,
2011-06-27,178,20.6,,27.7,,14.2,,73,,95,,40,,15.1,,18.3,,12.3,,0,,26.2,,54.2,,180.8,,1016,,0.9,,0.2,,265,,65,,5.4,,19.7,,21.2,,18.4,
2011-06-28,179,21.6,,27.1,,15.4,,76,,93,,51,,17,,19.7,,14.3,,0,,19.6,,43.2,,128.8,,1012,,1.1,,0.7,,169,,49,,5.4,,20.4,,21.4,,19.4,
2011-06-29,180,19.6,,24.8,,14.5,,75,,95,,45,,14.7,,18.6,,10.4,,11.2,,22.5,,43.9,,153.1,,1010,,1.3,,0.8,,270,,46,,9.7,,20.9,,21.9,,20,
2011-06-30,181,18.3,,24.7,,12.2,,65,,92,,39,,11.1,,15,,7.8,,0,,22.4,,45,,134.9,,1013,,1.1,,0.7,,266,,44,,7.6,,20.5,,21.3,,19.5,
2011-07-01,182,18.1,,25.2,,11.2,,67,,88,,43,,11.6,,15.6,,7.2,,0,,21.8,,44.3,,136.4,,1015,,0.9,,0.5,,330,,53,,6.2,,19.9,,20.9,,18.9,
2011-07-02,183,20.7,,27.9,,14.2,,70,,92,,34,,14.4,,17.5,,10.6,,0,,24.4,,46.1,,153.6,,1017,,0.8,,0.2,,103,,67,,5.3,,20.1,,21.2,,19,
2011-07-03,184,19.8,,22.8,,17.2,,85,,94,,71,,17.1,,19.4,,13.9,,2,,11.3,,25.2,,51.9,,1011,,1.3,,1,,199,,38,,6,,20.2,,20.7,,19.7,
2011-07-04,185,22.4,,29.2,,17.7,,74,,95,,44,,17.2,,21.1,,15.1,,0,,24.9,,54.7,,174.5,,1009,,1,,0.5,,236,,56,,6,,21,,22.5,,19.8,
2011-07-05,186,22.8,,29.1,,17,,70,,93,,37,,16.4,,20.6,,11.5,,0,,24.4,,52.1,,163,,1013,,0.8,,0.1,,262,,68,,5.7,,21.5,,22.6,,20.4,
2011-07-06,187,22.4,,29.8,,15.9,,69,,94,,39,,15.5,,19.3,,12.5,,2.3,,26.6,,61.6,,184.2,,1012,,1.1,,0.4,,213,,61,,12.9,,21.6,,23,,20.4,
2011-07-07,188,20.9,,27,,16.4,,71,,95,,39,,14.9,,19.2,,10.7,,0,,24.8,,48.4,,162.7,,1014,,0.9,,0.4,,340,,56,,6.4,,22,,23.2,,20.8,
2011-07-08,189,19.4,,23.3,,15.6,,85,,94,,68,,16.8,,19.9,,11.1,,4.6,,11,,24.9,,61.4,,1012,,1.2,,0.9,,103,,39,,5.8,,21.5,,22,,20.8,
2011-07-09,190,20.6,,25.9,,14.6,,69,,95,,37,,14.1,,19.1,,9.1,,1,,26.8,,59.1,,178.2,,1011,,1.2,,0.7,,329,,50,,8.2,,21.9,,23.5,,20.7,
2011-07-10,191,20.4,,26.5,,12,,63,,87,,35,,12.7,,16.3,,8.9,,0,,27.6,,62.6,,184.4,,1017,,1,,0.3,,216,,64,,6.9,,21.7,,23.2,,20.3,
2011-07-11,192,24.3,,30.4,,17.7,,69,,94,,42,,17.9,,21,,14.4,,0,,24,,53.7,,165,,1013,,1.3,,1.1,,200,,33,,7,,22.2,,23.6,,20.8,
2011-07-12,193,25.2,,30,,20.6,,70,,90,,46,,19.1,,21.9,,16.4,,0,,21.9,,45.9,,147.9,,1006,,1.4,,0.9,,254,,45,,9.4,,22.9,,24,,21.9,
2011-07-13,194,20.3,,27.2,,14.2,,74,,93,,45,,15.2,,19.6,,11.2,,5.3,,17.9,,37.2,,112.5,,1007,,1,,0.5,,321,,53,,8.4,,22.4,,23.2,,21.5,
2011-07-14,195,18.2,,25.1,,12.2,,66,,94,,32,,11,,14.9,,5.7,,1,,18,,56.2,,153.6,,1015,,1,,0.6,,37,,49,,9.2,,21.7,,22.9,,20.4,
2011-07-15,196,20.2,,27.7,,13.5,,59,,85,,25,,11.1,,15.6,,5.6,,0,,15.9,,60.1,,165.8,,1017,,1,,0.3,,359,,66,,6.4,,21.5,,22.9,,20.1,
2011-07-16,197,21.7,,28.8,,14.1,,62,,89,,31,,13.4,,17.4,,8.7,,0,,16.5,,57.9,,164.3,,1019,,0.8,,0.2,,281,,65,,5.4,,21.5,,22.8,,20.2,
2011-07-17,198,23.9,,30.8,,16.3,,65,,93,,34,,16.1,,18.9,,12.4,,0,,16.6,,59.1,,168.1,,1018,,1.1,,0.7,,235,,44,,8.6,,21.9,,23.3,,20.5,
2011-07-18,199,22.3,,27.1,,19.3,,82,,95,,57,,19,,22.2,,17.2,,10.2,,9.5,,30.6,,67.7,,1012,,1,,0.6,,235,,45,,7,,22,,22.7,,21.3,
2011-07-19,200,22.2,,28.8,,16.7,,71,,95,,30,,16,,20.7,,9,,0.3,,24.6,,54.2,,158.9,,1011,,0.9,,0.5,,5,,48,,5.7,,22.3,,23.8,,21,
2011-07-20,201,23,,29.3,,15.9,,70,,90,,47,,16.8,,21.5,,12.9,,0,,23,,51.7,,147.3,,1011,,1.5,,0.9,,192,,53,,8.5,,22.3,,23.6,,21,
2011-07-21,202,25.9,,32.8,,20.2,,80,,94,,51,,21.8,,24.9,,18.7,,0,,19.9,,43.8,,140.2,,1008,,1.8,,1.4,,208,,34,,9.4,,22.8,,24,,21.8,
2011-07-22,203,28.3,,35.6,,22.4,,59,,90,,20,,17.8,,25.5,,8.5,,0,,26.4,,60.2,,174.7,,1011,,1.2,,0.7,,255,,51,,8.2,,23.6,,24.9,,22.5,
2011-07-23,204,24.8,,32,,17.4,,70,,95,,44,,18.5,,23,,14.8,,6.9,,20.3,,47.3,,144.4,,1013,,0.9,,0.3,,256,,64,,5.6,,23.5,,25,,22.1,
2011-07-24,205,23.1,,29.3,,18.6,,73,,93,,42,,17.8,,20.4,,14.5,,0.3,,15.6,,35.1,,94,,1013,,0.9,,0.3,,41,,60,,4.9,,23.3,,24.3,,22.6,
2011-07-25,206,17.5,,21.4,,14.4,,83,,94,,62,,14.5,,16.4,,12.4,,13.2,,5.3,,12.4,,25.6,,1012,,1.4,,1.1,,129,,35,,5.7,,22,,23.3,,21,
2011-07-26,207,18.6,,26.9,,14.5,,87,,94,,53,,16.2,,20,,13.3,,1.8,,15.5,,35,,103.9,,1007,,1,,0.7,,204,,45,,5.2,,21.6,,23,,20.5,
2011-07-27,208,19.4,,26.5,,13.4,,75,,95,,44,,14.4,,17.5,,12.2,,0.3,,22.5,,45,,146.4,,1012,,0.8,,0.4,,343,,58,,6.2,,21.7,,23.1,,20.3,
2011-07-28,209,20.8,,26.9,,14.3,,70,,92,,40,,14.5,,17.6,,11.6,,0,,23.6,,53.5,,152.3,,1017,,0.9,,0.1,,179,,72,,4.8,,21.9,,23.3,,20.6,
2011-07-29,210,20.8,,23.3,,18.7,,89,,95,,78,,18.9,,21,,15.8,,8.6,,4.4,,10.2,,21,,1012,,1.7,,1.4,,180,,34,,7.6,,21.7,,22.2,,21.4,
2011-07-30,211,22.2,,27.8,,16.7,,73,,95,,41,,16.4,,20.9,,12.1,,0,,24.4,,55.6,,165.7,,1013,,1.1,,0.7,,319,,48,,7.9,,22.3,,23.9,,21.1,
2011-07-31,212,21.8,,29.1,,16,,70,,90,,36,,15.5,,19.7,,12.1,,0,,23.4,,48.8,,157,,1017,,0.8,,0.3,,327,,65,,7.4,,22.4,,23.7,,21,
2011-08-01,213,21.4,,28.7,,17.5,,82,,94,,50,,18,,21.3,,16,,6.3,,14.4,,32.9,,75,,1011,,0.7,,0.3,,246,,54,,6.4,,22.3,,23,,21.5,
2011-08-02,214,20.6,,28.3,,15.1,,72,,94,,37,,15,,19.1,,11.4,,0.3,,20.7,,44.8,,124.8,,1007,,0.9,,0.3,,300,,66,,6,,22,,23.3,,20.7,
2011-08-03,215,19.4,,25.9,,12.8,,72,,92,,40,,13.9,,18,,10.4,,0,,21.5,,47.3,,131.8,,1008,,0.8,,0.1,,73,,73,,4.5,,21.8,,23,,20.5,
2011-08-04,216,20.3,,26.9,,15.3,,77,,94,,45,,15.7,,18.4,,13.3,,0,,17.2,,35.9,,104.1,,1013,,1.1,,0.8,,74,,41,,5.2,,21.9,,22.8,,20.9,
2011-08-05,217,20.9,,26.4,,16.4,,79,,90,,55,,16.9,,20,,14.6,,0,,17.4,,36.1,,120,,1018,,1.2,,0.6,,179,,54,,5.4,,22,,23.1,,21.1,
2011-08-06,218,21.8,,26.6,,18.9,,84,,93,,63,,18.8,,21.1,,17.7,,2.3,,13.4,,29.6,,81.9,,1016,,1.5,,1.2,,203,,35,,6.7,,22.4,,23.1,,21.6,
2011-08-07,219,22.6,,29.3,,17.9,,86,,95,,54,,19.9,,23.1,,16.8,,11.4,,14.6,,32.1,,94.4,,1005,,1.2,,0.6,,202,,56,,9.2,,22.6,,23.9,,21.4,
2011-08-08,220,22.5,,28.7,,18.4,,79,,95,,50,,18.4,,21.9,,15.1,,5.3,,21.3,,46.7,,145.5,,1003,,1,,0.6,,345,,49,,6.8,,23.4,,24.8,,22.2,
2011-08-09,221,20.3,,25.6,,15.5,,82,,94,,61,,17.1,,20.2,,14.4,,18,,13.1,,28.5,,64.1,,1004,,1.7,,1.3,,114,,37,,7.1,,22.7,,23.5,,21.9,
2011-08-10,222,20.3,,26.8,,16.7,,82,,95,,47,,16.9,,19.3,,14,,0.3,,19.5,,42.2,,124.8,,1003,,1.1,,0.1,,27,,73,,6,,22.6,,23.9,,21.6,
2011-08-11,223,18.3,,23.8,,13.4,,66,,93,,34,,11.2,,15.2,,6.7,,0,,22,,45.1,,126,,1009,,1.1,,0.6,,270,,52,,8.3,,22.4,,23.2,,21.4,
2011-08-12,224,18,,25.2,,11.8,,72,,93,,42,,12.5,,16.5,,10.6,,0,,20.8,,41.7,,119.3,,1015,,0.9,,0.3,,330,,59,,6.7,,21.5,,22.5,,20.5,
2011-08-13,225,20.3,,26,,13.6,,70,,94,,40,,14.2,,18,,10.4,,0,,19.9,,42.7,,114.6,,1017,,0.9,,0.4,,196,,58,,4.9,,21.5,,22.5,,20.4,
2011-08-14,226,18,,20.3,,16.1,,89,,94,,74,,16.1,,18.1,,14.6,,2.8,,4.6,,10.5,,4.2,,1013,,1.4,,1,,136,,41,,6.6,,21.3,,21.8,,20.9,
2011-08-15,227,16.7,,18.9,,13.9,,93,,94,,91,,15.6,,17.8,,12.9,,45.7,,2.9,,7.2,,0.5,,1008,,1.9,,1.5,,75,,35,,8.8,,20.3,,20.9,,19.9,
2011-08-16,228,15.9,,20.5,,13.3,,89,,95,,70,,14.1,,16.4,,12.5,,1.5,,10.7,,22.4,,44.8,,1011,,0.9,,0.7,,330,,39,,6.7,,20,,20.6,,19.5,
2011-08-17,229,19.6,,27.4,,13.8,,74,,96,,37,,14.2,,18,,10.5,,0.3,,23.5,,50.3,,145.9,,1018,,0.9,,0.2,,319,,68,,5.5,,20.4,,21.8,,19.2,
2011-08-18,230,21.5,,26.7,,16.8,,77,,93,,51,,17.1,,19.8,,14.6,,0,,20.2,,43,,124.6,,1016,,1.2,,0.9,,204,,36,,6.8,,21.2,,22.2,,20.2,
2011-08-19,231,21.6,,27.9,,17.9,,80,,95,,49,,17.7,,20.7,,15.5,,0,,19.2,,41.6,,123.9,,1014,,1.1,,0.8,,197,,34,,6.1,,21.9,,23,,20.9,
2011-08-20,232,21.3,,27.9,,16.4,,76,,94,,44,,16.4,,19.4,,14,,0,,21.7,,47.8,,136.9,,1015,,0.7,,0.2,,198,,61,,4.4,,22.2,,23.4,,21.2,
2011-08-21,233,20.7,,27,,16.8,,86,,94,,58,,18.2,,21.2,,15.6,,18.8,,13.6,,29.8,,70.9,,1012,,1.6,,1.3,,190,,35,,9.9,,22.1,,22.6,,21.3,
2011-08-22,234,17.8,,22.5,,12,,73,,94,,42,,12.4,,19,,8.5,,4.6,,22.9,,48.8,,137.1,,1008,,1.2,,0.9,,269,,41,,8.9,,22,,22.9,,21.3,
2011-08-23,235,15.8,,23,,9.3,,74,,94,,40,,10.5,,14.1,,7.9,,0,,21.1,,44.7,,122.3,,1015,,0.9,,0.2,,301,,67,,5.9,,21.3,,22.1,,20.4,
2011-08-24,236,18.9,,24.3,,13.1,,71,,94,,43,,13,,16.4,,10.1,,0,,20.6,,44.7,,117.6,,1017,,1.9,,1.6,,186,,32,,9.2,,21.1,,22,,20.2,
2011-08-25,237,20.2,,22.3,,17.8,,91,,94,,83,,18.6,,20.3,,16.2,,20.3,,4.8,,10.8,,16.7,,1012,,2.1,,1.8,,198,,32,,10.1,,21.1,,21.4,,20.8,
2011-08-26,238,20.8,,28.1,,15.9,,81,,95,,47,,17.1,,21,,14.5,,0.3,,20,,43.9,,127.3,,1015,,0.7,,0.2,,287,,63,,4.8,,21.5,,22.5,,20.6,
2011-08-27,239,20.2,,25.8,,16.5,,89,,95,,57,,18.1,,20.3,,15.7,,21.6,,10,,21.9,,57.8,,1012,,1.2,,0.6,,97,,53,,5.8,,21.7,,22.4,,21.1,
2011-08-28,240,19.1,,21.6,,14.2,,90,,95,,75,,17.4,,20.6,,10.1,,111,,1.4,,3.5,,-9.5,,992,,3.8,,1.4,,136,,64,,16.4,,21.3,,21.9,,20.9,
2011-08-29,241,16.2,,23,,10.6,,72,,93,,36,,10.6,,14.4,,6.5,,0,,22.7,,47.7,,127.3,,1011,,1.2,,0.6,,268,,54,,8.4,,20.8,,21.7,,19.9,
2011-08-30,242,17.6,,25.9,,10.9,,72,,94,,33,,11.6,,16.5,,6.4,,0.3,,21.3,,45.7,,119.7,,1019,,0.8,,0.3,,2,,62,,4.6,,20.7,,21.6,,19.8,
2011-08-31,243,19.4,,27,,13,,76,,94,,42,,14.6,,19.1,,11.1,,0,,19.4,,42.5,,114.4,,1022,,0.9,,0.4,,32,,54,,5,,20.9,,21.9,,19.9,
2011-09-01,244,18.9,,24.6,,15.5,,73,,92,,53,,13.8,,17,,9.8,,0,,15.9,,35.4,,98.9,,1022,,1.7,,1.3,,104,,40,,6.1,,21.3,,21.9,,20.6,
2011-09-02,245,18.1,,24.7,,13.8,,71,,87,,48,,12.6,,16,,9.6,,0,,19.8,,44.7,,124.7,,1019,,1.2,,0.8,,117,,45,,5.1,,21.3,,22.2,,20.5,
2011-09-03,246,20.5,,27.3,,14.8,,82,,94,,61,,17.2,,21.4,,13.1,,0,,17.4,,40,,113.3,,1014,,1.2,,0.9,,212,,35,,6.5,,21.5,,22.5,,20.5,
2011-09-04,247,21.6,,26.2,,18.6,,89,,95,,75,,19.7,,22.6,,17.6,,0,,8.5,,19.1,,56,,1011,,1.4,,1.2,,198,,33,,7,,21.8,,22.4,,21.3,
2011-09-05,248,21.2,,25.5,,17.2,,83,,92,,67,,18.1,,20.5,,14.6,,0,,9.8,,22.2,,62.5,,1009,,1.8,,1.3,,196,,41,,9.3,,22,,22.5,,21.6,
2011-09-06,249,15,,17.9,,12.6,,90,,94,,74,,13.3,,14.9,,11.5,,26.9,,6.7,,14.9,,23.3,,1017,,1,,0.7,,51,,41,,8.7,,21,,22,,20.5,
2011-09-07,250,13.5,,15.1,,12.4,,94,,94,,92,,12.5,,13.9,,11.5,,44.2,,4.3,,9.7,,11.7,,1021,,2.2,,1.9,,78,,31,,9.6,,19.3,,20.6,,18.8,
2011-09-08,251,15.9,,21.8,,12.4,,91,,95,,75,,14.4,,18.4,,11.5,,29.2,,9.2,,19.5,,59.7,,1017,,1.1,,0.8,,71,,43,,7.8,,18.8,,19.4,,18,
2011-09-09,252,18.7,,25.6,,14.5,,75,,95,,38,,13.7,,16.8,,8.9,,0,,18.5,,38.1,,111.7,,1009,,1,,0.6,,346,,48,,6.4,,19.7,,20.6,,19,
2011-09-10,253,16.8,,23,,11.4,,76,,93,,31,,12.1,,16,,4,,0,,15.4,,32.2,,72.4,,1014,,1,,0.5,,42,,52,,5.5,,19.7,,20.2,,19,
2011-09-11,254,14.9,,19.9,,10.3,,76,,91,,48,,10.5,,13.9,,6.7,,0,,13,,27,,69.9,,1018,,1.1,,0.7,,166,,46,,5.8,,19.2,,19.7,,18.6,
2011-09-12,255,18.5,,24.8,,13.8,,81,,94,,53,,14.9,,17.9,,12.1,,0,,18.1,,38.1,,111.3,,1015,,1.1,,0.6,,231,,54,,5.4,,19.5,,20.5,,18.8,
2011-09-13,256,20.5,,26.3,,16.5,,79,,95,,51,,16.5,,18.7,,15.2,,0,,18.3,,37.9,,103.3,,1011,,1.5,,1.3,,204,,32,,7.6,,20.1,,21,,19.4,
2011-09-14,257,20.1,,25.5,,17,,83,,93,,60,,17.1,,20.1,,15.1,,0,,12.8,,26.4,,64.5,,1013,,1,,0.4,,215,,61,,5.9,,20.4,,21,,19.8,
2011-09-15,258,15,,21.6,,5.6,,91,,95,,74,,13.5,,19.9,,4.3,,5.1,,3.9,,8.3,,7.3,,1013,,1.2,,0.4,,269,,62,,9.5,,20.2,,20.6,,19.4,
2011-09-16,259,8.7,,15.9,,4,,70,,93,,34,,3,,6,,-1.1,,0.3,,20.6,,40.7,,93.2,,1021,,1.2,,0.7,,305,,52,,9.8,,18.4,,19.4,,17.8,
2011-09-17,260,9.9,,17,,4.2,,69,,90,,34,,4,,8.7,,-0.1,,0,,17.1,,34,,85.2,,1029,,0.9,,0.5,,69,,54,,5,,17.4,,18,,16.6,
2011-09-18,261,11,,17.2,,6.4,,71,,93,,39,,5.3,,8,,2.1,,0,,17.9,,36.3,,90.5,,1028,,1.4,,1.2,,69,,30,,8.2,,17.4,,18.1,,16.8,
2011-09-19,262,11.4,,18.3,,5.3,,73,,93,,36,,6.1,,9.6,,2,,0,,19.2,,39.4,,91.4,,1022,,1.2,,0.7,,112,,50,,5.6,,16.9,,17.6,,16,
2011-09-20,263,13.5,,16.3,,10.2,,93,,95,,87,,12.4,,14.9,,8.7,,5.8,,2.7,,5.8,,0.8,,1018,,1.2,,0.9,,214,,34,,8.3,,16.8,,17.1,,16.5,
2011-09-21,264,17.4,,23.2,,12.9,,84,,96,,55,,14.4,,16.8,,12.2,,0.5,,15.5,,31.8,,96.3,,1023,,1,,0.8,,192,,36,,6,,17.5,,18.5,,16.8,
2011-09-22,265,19.3,,23.2,,16.7,,93,,95,,80,,18.1,,20.3,,15.5,,19,,6.2,,12.9,,25.5,,1019,,1,,0.8,,172,,37,,4.9,,18.6,,19.3,,18,
2011-09-23,266,19.6,,22,,17.9,,92,,95,,79,,18.3,,19.1,,17.2,,52.1,,5.6,,11.3,,25.9,,1018,,1.2,,0.8,,115,,45,,7.1,,19.3,,19.9,,19,
2011-09-24,267,20.6,,24.6,,17.7,,92,,95,,74,,19.2,,21.2,,16.9,,1.5,,7,,14.2,,27.5,,1016,,0.9,,0.6,,184,,43,,6.6,,19.7,,20.3,,19.3,
2011-09-25,268,19.9,,26.3,,17.1,,88,,95,,57,,17.6,,20.4,,16.3,,0,,9.2,,18.5,,47.2,,1018,,0.6,,0.3,,17,,52,,3.1,,20,,20.5,,19.5,
2011-09-26,269,20.2,,27.7,,15.3,,82,,96,,44,,16.6,,19.4,,13.7,,0,,15.8,,32.3,,87,,1016,,0.7,,0.1,,35,,69,,3.6,,20,,20.7,,19.4,
2011-09-27,270,19.9,,26.1,,15.8,,82,,95,,56,,16.5,,20.2,,14.1,,0.3,,12.8,,26.6,,73.5,,1016,,1.2,,1,,86,,35,,6.2,,20,,20.6,,19.5,
2011-09-28,271,17.9,,22.8,,14.9,,80,,94,,51,,14.1,,16.5,,11.5,,3,,14.9,,31.1,,92.3,,1017,,2.2,,1.9,,98,,31,,9.1,,20.1,,20.6,,19.7,
2011-09-29,272,16.4,,20.2,,13.1,,94,,95,,89,,15.4,,18.9,,12.3,,20.6,,3.1,,6.6,,-0.3,,1006,,1.7,,0.7,,128,,61,,9.7,,19.4,,20,,19.2,
2011-09-30,273,16,,22.6,,10.9,,82,,95,,53,,12.8,,15.5,,10.2,,5.6,,13.7,,27.1,,67.3,,1005,,1.6,,1.1,,188,,44,,8.5,,18.9,,19.4,,18.3,
2011-10-01,274,12.2,,16.9,,6.7,,94,,95,,91,,11.3,,15.7,,5.9,,10.2,,2.6,,5.3,,0.9,,1005,,1.2,,0.7,,343,,53,,8.2,,18.6,,19.1,,18,
2011-10-02,275,12.4,,15.1,,7.3,,94,,96,,87,,11.4,,13.4,,6.6,,0.3,,4.1,,8.2,,18.7,,1008,,1.6,,1.3,,77,,32,,10.4,,17.7,,18,,17.4,
2011-10-03,276,11.4,,15.3,,9.3,,86,,96,,51,,9,,11.2,,4.3,,1.8,,7.5,,14.3,,30.6,,1015,,1.1,,0.4,,122,,62,,5.7,,17.4,,17.7,,17.1,
2011-10-04,277,11,,13,,9.6,,94,,95,,86,,10,,11.2,,8.8,,18,,4.3,,8.3,,10.6,,1014,,1,,0.6,,335,,47,,7,,16.8,,17.2,,16.6,
2011-10-05,278,10.4,,17.6,,2.3,,72,,95,,33,,4.9,,11,,-2.2,,0,,12.7,,24.1,,36.9,,1017,,1.4,,0.9,,316,,46,,11.7,,16.4,,16.9,,15.9,
2011-10-06,279,7.4,,15.2,,1.3,,57,,89,,20,,-1.7,,2.3,,-8.3,,0,,16.1,,31.2,,55.4,,1023,,1.2,,0.6,,343,,57,,11.2,,15.1,,15.9,,14.4,
2011-10-07,280,9,,17.6,,1.5,,61,,83,,23,,0.9,,6.3,,-4.8,,0,,15.5,,30.8,,64.1,,1027,,0.8,,0.2,,319,,62,,5.8,,14.6,,15.3,,13.9,
2011-10-08,281,15.1,,25.2,,7.3,,70,,89,,32,,8.9,,14.1,,4.6,,0,,15.4,,29.9,,66.8,,1027,,0.6,,0.3,,295,,52,,4,,15,,16,,14.1,
2011-10-09,282,18.4,,27.7,,12,,67,,87,,31,,11.5,,15.3,,8.7,,0,,16.1,,30.6,,65,,1026,,0.7,,0.3,,298,,54,,5.4,,15.7,,16.7,,14.8,
2011-10-10,283,18.8,,26.5,,13.1,,68,,84,,43,,12.4,,15.8,,10,,0,,15.4,,29.7,,61.8,,1021,,0.8,,0.4,,315,,56,,5.6,,16.2,,17.1,,15.3,
2011-10-11,284,14.4,,20.7,,9.5,,65,,89,,31,,7,,11.1,,1.7,,0,,14.4,,28.1,,52.5,,1022,,1.1,,0.9,,85,,37,,5.3,,16.3,,16.8,,15.7,
2011-10-12,285,11,,14,,8.8,,80,,94,,57,,7.6,,10.6,,4.7,,0.8,,10.1,,20,,42.5,,1020,,1.8,,1.6,,82,,29,,7.1,,15.9,,16.2,,15.5,
2011-10-13,286,13.1,,16,,11.3,,93,,95,,84,,12,,13.6,,10.4,,6.1,,6,,12.4,,26.5,,1010,,2,,1.8,,72,,29,,11.4,,15.9,,16.4,,15.5,
2011-10-14,287,15.1,,18.7,,11.2,,94,,95,,88,,14.1,,17.7,,10.2,,39.4,,2.1,,4.4,,-5.3,,999,,2.6,,1.5,,119,,52,,9.9,,16.2,,16.5,,16,
2011-10-15,288,11,,14.8,,8.2,,72,,94,,47,,5.8,,10.4,,1.4,,1.8,,9.4,,17.5,,17.9,,999,,2.8,,2.4,,225,,31,,16.8,,15.9,,16.4,,15.4,
2011-10-16,289,11.8,,15.7,,8.1,,56,,77,,38,,3.1,,7.7,,0.3,,0.5,,11.5,,21.5,,37.5,,1004,,2.5,,2,,242,,35,,11.8,,15,,15.4,,14.6,
2011-10-17,290,11.4,,15.8,,6.1,,59,,90,,32,,3.1,,8.5,,-2.4,,0.3,,13.7,,25.7,,39.4,,1004,,1.9,,1.5,,239,,34,,10.9,,14.8,,15.2,,14.5,
2011-10-18,291,10.1,,15.8,,6.5,,62,,83,,37,,2.8,,6.4,,-0.3,,0,,6.6,,12.7,,14.9,,1008,,1.3,,0.5,,251,,64,,6.4,,14.2,,14.6,,13.8,
2011-10-19,292,10.4,,12.6,,7.6,,86,,94,,63,,8.1,,10.2,,3.3,,19.6,,2.1,,4.6,,-0.2,,1008,,3.4,,3.1,,74,,25,,14.3,,13.9,,14.2,,13.8,
2011-10-20,293,12.7,,19.7,,9.3,,80,,95,,51,,8.9,,15.3,,4.2,,3,,8.4,,16.4,,28.6,,998,,3.8,,1.7,,127,,60,,14.2,,14.1,,14.7,,13.7,
2011-10-21,294,9.9,,14.9,,7.1,,70,,85,,48,,4.6,,6.4,,3.1,,0,,8.1,,15.6,,22,,1008,,1.6,,1.3,,232,,33,,10,,13.9,,14.3,,13.5,
2011-10-22,295,8.2,,12,,4.2,,77,,91,,56,,4.2,,5.8,,2.6,,0,,6.1,,11.7,,19.5,,1015,,0.9,,0.7,,274,,35,,7.3,,13.7,,14,,13.5,
2011-10-23,296,5.4,,10.7,,1.9,,79,,95,,49,,1.8,,4.7,,-0.1,,0,,7.2,,13.4,,11.4,,1017,,0.7,,0.3,,5,,61,,4.1,,12.8,,13.5,,12.4,
2011-10-24,297,8,,12.9,,2.1,,81,,95,,61,,4.8,,8.4,,0.8,,4.6,,6.5,,12.1,,16.7,,1015,,1.3,,0.9,,196,,45,,7.4,,12.3,,12.8,,11.8,
2011-10-25,298,7.3,,12.4,,2.1,,73,,95,,39,,2.3,,7.8,,-1.7,,0.3,,12.5,,23.8,,27.7,,1013,,1.5,,1.2,,274,,37,,12,,12.3,,12.7,,11.9,
2011-10-26,299,5,,6.3,,1.7,,89,,94,,78,,3.3,,5,,-0.9,,1.3,,1.9,,3.8,,-2.8,,1010,,0.5,,0.2,,86,,49,,2.5,,11.6,,12.1,,11.4,
2011-10-27,300,2.1,,5.6,,-1.6,,94,,96,,92,,1.2,,4.7,,-2.2,,25.9,,1,,2.2,,1.7,,1005,,0.8,Q,0.6,Q,39,Q,36,Q,6.1,Q,11.2,,11.7,,10.6,
